name,dir,file1,file2,result,timeout,conflict,tree_difference,interp_error,out_of_bounds,time_interp_file1,time_interp_file2,time_equivalence,time_elapsed,num_stmts_file1,num_stmts_file2,num_tasks_file1,num_tasks_file2,command
covariance,llvm19-affine-normalize,generated-polybench-mini-dataset-use-scalar-lb/interp/covariance-interp.c,pact26-mini-initial-exp/llvm19-affine-normalize/translated/covariance-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,0.158674,0.363437,0.009700,0.56,47630,119311,1,3,"/usr/bin/time -v pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-mini-dataset-use-scalar-lb/interp/covariance-interp.c pact26-mini-initial-exp/llvm19-affine-normalize/translated/covariance-8-translated-noasyncepilogue.c ""data,cov,mean"""
atax,llvm19-affine-normalize,generated-polybench-mini-dataset-use-scalar-lb/interp/atax-interp.c,pact26-mini-initial-exp/llvm19-affine-normalize/translated/atax-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,0.030231,0.074075,0.002665,0.14,9993,25966,1,3,"/usr/bin/time -v pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-mini-dataset-use-scalar-lb/interp/atax-interp.c pact26-mini-initial-exp/llvm19-affine-normalize/translated/atax-8-translated-noasyncepilogue.c ""A,x,y,tmp"""
gramschmidt,llvm19-affine-normalize,generated-polybench-mini-dataset-use-scalar-lb/interp/gramschmidt-interp.c,pact26-mini-initial-exp/llvm19-affine-normalize/translated/gramschmidt-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,0.204556,0.465238,0.012391,0.71,59167,151373,1,3,"/usr/bin/time -v pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-mini-dataset-use-scalar-lb/interp/gramschmidt-interp.c pact26-mini-initial-exp/llvm19-affine-normalize/translated/gramschmidt-8-translated-noasyncepilogue.c ""A,R,Q"""
syr2k,llvm19-affine-normalize,generated-polybench-mini-dataset-use-scalar-lb/interp/syr2k-interp.c,pact26-mini-initial-exp/llvm19-affine-normalize/translated/syr2k-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,0.201956,0.443949,0.019126,0.69,31902,135773,1,3,"/usr/bin/time -v pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-mini-dataset-use-scalar-lb/interp/syr2k-interp.c pact26-mini-initial-exp/llvm19-affine-normalize/translated/syr2k-8-translated-noasyncepilogue.c ""A,B,C"""
lu,llvm19-affine-normalize,generated-polybench-mini-dataset-use-scalar-lb/interp/lu-interp.c,pact26-mini-initial-exp/llvm19-affine-normalize/translated/lu-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,0.281616,0.548365,0.014413,0.88,69052,175003,1,3,"/usr/bin/time -v pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-mini-dataset-use-scalar-lb/interp/lu-interp.c pact26-mini-initial-exp/llvm19-affine-normalize/translated/lu-8-translated-noasyncepilogue.c ""A"""
jacobi-1d,llvm19-affine-normalize,generated-polybench-mini-dataset-use-scalar-lb/interp/jacobi-1d-interp.c,pact26-mini-initial-exp/llvm19-affine-normalize/translated/jacobi-1d-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,0.012115,0.037362,0.001090,0.07,3497,13591,1,3,"/usr/bin/time -v pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-mini-dataset-use-scalar-lb/interp/jacobi-1d-interp.c pact26-mini-initial-exp/llvm19-affine-normalize/translated/jacobi-1d-8-translated-noasyncepilogue.c ""A,B"""
floyd-warshall,llvm19-affine-normalize,generated-polybench-mini-dataset-use-scalar-lb/interp/floyd-warshall-interp.c,pact26-mini-initial-exp/llvm19-affine-normalize/translated/floyd-warshall-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,3.444490,6.087663,0.345763,9.92,662652,1958662,1,3,"/usr/bin/time -v pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-mini-dataset-use-scalar-lb/interp/floyd-warshall-interp.c pact26-mini-initial-exp/llvm19-affine-normalize/translated/floyd-warshall-8-translated-noasyncepilogue.c ""path"""
cholesky,llvm19-affine-normalize,generated-polybench-mini-dataset-use-scalar-lb/interp/cholesky-interp.c,pact26-mini-initial-exp/llvm19-affine-normalize/translated/cholesky-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,0.152419,0.295318,0.007873,0.49,36172,91122,1,3,"/usr/bin/time -v pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-mini-dataset-use-scalar-lb/interp/cholesky-interp.c pact26-mini-initial-exp/llvm19-affine-normalize/translated/cholesky-8-translated-noasyncepilogue.c ""A"""
syrk,llvm19-affine-normalize,generated-polybench-mini-dataset-use-scalar-lb/interp/syrk-interp.c,pact26-mini-initial-exp/llvm19-affine-normalize/translated/syrk-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,0.117564,0.280816,0.012203,0.44,31899,89270,1,3,"/usr/bin/time -v pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-mini-dataset-use-scalar-lb/interp/syrk-interp.c pact26-mini-initial-exp/llvm19-affine-normalize/translated/syrk-8-translated-noasyncepilogue.c ""A,C"""
trmm,llvm19-affine-normalize,generated-polybench-mini-dataset-use-scalar-lb/interp/trmm-interp.c,pact26-mini-initial-exp/llvm19-affine-normalize/translated/trmm-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,0.072295,0.200704,0.004404,0.3,20201,62514,1,3,"/usr/bin/time -v pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-mini-dataset-use-scalar-lb/interp/trmm-interp.c pact26-mini-initial-exp/llvm19-affine-normalize/translated/trmm-8-translated-noasyncepilogue.c ""A,B"""
