name,dir,file1,file2,result,timeout,conflict,tree_difference,interp_error,out_of_bounds,time_interp_file1,time_interp_file2,time_equivalence,time_elapsed,num_stmts_file1,num_stmts_file2,num_tasks_file1,num_tasks_file2,command
covariance,llvm19-affine-unroll,generated-polybench-mini-dataset-use-scalar-lb/interp/covariance-interp.c,pact26-mini-initial-exp/llvm19-affine-unroll/translated/covariance-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,0.155153,0.340023,0.009616,0.54,47630,107763,1,3,"/usr/bin/time -v pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-mini-dataset-use-scalar-lb/interp/covariance-interp.c pact26-mini-initial-exp/llvm19-affine-unroll/translated/covariance-8-translated-noasyncepilogue.c ""data,cov,mean"""
atax,llvm19-affine-unroll,generated-polybench-mini-dataset-use-scalar-lb/interp/atax-interp.c,pact26-mini-initial-exp/llvm19-affine-unroll/translated/atax-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,0.030126,0.072139,0.002714,0.13,9993,23814,1,3,"/usr/bin/time -v pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-mini-dataset-use-scalar-lb/interp/atax-interp.c pact26-mini-initial-exp/llvm19-affine-unroll/translated/atax-8-translated-noasyncepilogue.c ""A,x,y,tmp"""
gramschmidt,llvm19-affine-unroll,generated-polybench-mini-dataset-use-scalar-lb/interp/gramschmidt-interp.c,pact26-mini-initial-exp/llvm19-affine-unroll/translated/gramschmidt-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,0.200110,0.452657,0.012333,0.69,59167,136524,1,3,"/usr/bin/time -v pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-mini-dataset-use-scalar-lb/interp/gramschmidt-interp.c pact26-mini-initial-exp/llvm19-affine-unroll/translated/gramschmidt-8-translated-noasyncepilogue.c ""A,R,Q"""
syr2k,llvm19-affine-unroll,generated-polybench-mini-dataset-use-scalar-lb/interp/syr2k-interp.c,pact26-mini-initial-exp/llvm19-affine-unroll/translated/syr2k-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,0.169480,0.499268,0.018634,0.71,31902,140502,1,3,"/usr/bin/time -v pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-mini-dataset-use-scalar-lb/interp/syr2k-interp.c pact26-mini-initial-exp/llvm19-affine-unroll/translated/syr2k-8-translated-noasyncepilogue.c ""A,B,C"""
lu,llvm19-affine-unroll,generated-polybench-mini-dataset-use-scalar-lb/interp/lu-interp.c,pact26-mini-initial-exp/llvm19-affine-unroll/translated/lu-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,0.252441,0.740641,0.014693,1.04,69052,186026,1,3,"/usr/bin/time -v pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-mini-dataset-use-scalar-lb/interp/lu-interp.c pact26-mini-initial-exp/llvm19-affine-unroll/translated/lu-8-translated-noasyncepilogue.c ""A"""
jacobi-1d,llvm19-affine-unroll,generated-polybench-mini-dataset-use-scalar-lb/interp/jacobi-1d-interp.c,pact26-mini-initial-exp/llvm19-affine-unroll/translated/jacobi-1d-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,0.013152,0.031016,0.001004,0.07,3497,11634,1,3,"/usr/bin/time -v pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-mini-dataset-use-scalar-lb/interp/jacobi-1d-interp.c pact26-mini-initial-exp/llvm19-affine-unroll/translated/jacobi-1d-8-translated-noasyncepilogue.c ""A,B"""
floyd-warshall,llvm19-affine-unroll,generated-polybench-mini-dataset-use-scalar-lb/interp/floyd-warshall-interp.c,pact26-mini-initial-exp/llvm19-affine-unroll/translated/floyd-warshall-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,3.351186,5.675367,0.299817,9.37,662652,1796665,1,3,"/usr/bin/time -v pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-mini-dataset-use-scalar-lb/interp/floyd-warshall-interp.c pact26-mini-initial-exp/llvm19-affine-unroll/translated/floyd-warshall-8-translated-noasyncepilogue.c ""path"""
cholesky,llvm19-affine-unroll,generated-polybench-mini-dataset-use-scalar-lb/interp/cholesky-interp.c,pact26-mini-initial-exp/llvm19-affine-unroll/translated/cholesky-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,0.130578,0.346555,0.008011,0.52,36172,97136,1,3,"/usr/bin/time -v pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-mini-dataset-use-scalar-lb/interp/cholesky-interp.c pact26-mini-initial-exp/llvm19-affine-unroll/translated/cholesky-8-translated-noasyncepilogue.c ""A"""
syrk,llvm19-affine-unroll,generated-polybench-mini-dataset-use-scalar-lb/interp/syrk-interp.c,pact26-mini-initial-exp/llvm19-affine-unroll/translated/syrk-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,0.115362,0.322335,0.009315,0.48,31899,93999,1,3,"/usr/bin/time -v pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-mini-dataset-use-scalar-lb/interp/syrk-interp.c pact26-mini-initial-exp/llvm19-affine-unroll/translated/syrk-8-translated-noasyncepilogue.c ""A,C"""
trmm,llvm19-affine-unroll,generated-polybench-mini-dataset-use-scalar-lb/interp/trmm-interp.c,pact26-mini-initial-exp/llvm19-affine-unroll/translated/trmm-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,0.066545,0.226096,0.004255,0.32,20201,61317,1,3,"/usr/bin/time -v pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-mini-dataset-use-scalar-lb/interp/trmm-interp.c pact26-mini-initial-exp/llvm19-affine-unroll/translated/trmm-8-translated-noasyncepilogue.c ""A,B"""
