name,dir,file1,file2,result,timeout,conflict,tree_difference,interp_error,out_of_bounds,time_interp_file1,time_interp_file2,time_equivalence,time_elapsed,num_stmts_file1,num_stmts_file2,num_tasks_file1,num_tasks_file2,command
correlation,llvm19-no-args,generated-polybench-mini-dataset-use-scalar-lb/interp/correlation-interp.c,pact26-mini-initial-exp/llvm19-no-args/translated/correlation-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,0.160276,0.366186,0.010674,0.56,48206,122686,1,3,"/usr/bin/time -v pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-mini-dataset-use-scalar-lb/interp/correlation-interp.c pact26-mini-initial-exp/llvm19-no-args/translated/correlation-8-translated-noasyncepilogue.c ""data,corr,mean,stddev"""
mvt,llvm19-no-args,generated-polybench-mini-dataset-use-scalar-lb/interp/mvt-interp.c,pact26-mini-initial-exp/llvm19-no-args/translated/mvt-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,0.030187,0.069606,0.002655,0.12,9945,25956,1,3,"/usr/bin/time -v pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-mini-dataset-use-scalar-lb/interp/mvt-interp.c pact26-mini-initial-exp/llvm19-no-args/translated/mvt-8-translated-noasyncepilogue.c ""x1,x2,y_1,y_2,A"""
seidel-2d,llvm19-no-args,generated-polybench-mini-dataset-use-scalar-lb/interp/seidel-2d-interp.c,pact26-mini-initial-exp/llvm19-no-args/translated/seidel-2d-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,0.945485,2.876712,0.081534,3.93,89775,956188,1,3,"/usr/bin/time -v pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-mini-dataset-use-scalar-lb/interp/seidel-2d-interp.c pact26-mini-initial-exp/llvm19-no-args/translated/seidel-2d-8-translated-noasyncepilogue.c ""A"""
jacobi-2d,llvm19-no-args,generated-polybench-mini-dataset-use-scalar-lb/interp/jacobi-2d-interp.c,pact26-mini-initial-exp/llvm19-no-args/translated/jacobi-2d-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,0.591998,1.619379,0.051139,2.29,98698,537751,1,3,"/usr/bin/time -v pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-mini-dataset-use-scalar-lb/interp/jacobi-2d-interp.c pact26-mini-initial-exp/llvm19-no-args/translated/jacobi-2d-8-translated-noasyncepilogue.c ""A,B"""
3mm,llvm19-no-args,generated-polybench-mini-dataset-use-scalar-lb/interp/3mm-interp.c,pact26-mini-initial-exp/llvm19-no-args/translated/3mm-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,0.250595,0.565433,0.014448,0.86,70226,178241,1,3,"/usr/bin/time -v pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-mini-dataset-use-scalar-lb/interp/3mm-interp.c pact26-mini-initial-exp/llvm19-no-args/translated/3mm-8-translated-noasyncepilogue.c ""A,B,C,D,E,F,G"""
adi,llvm19-no-args,generated-polybench-mini-dataset-use-scalar-lb/interp/adi-interp.c,pact26-mini-initial-exp/llvm19-no-args/translated/adi-8-translated-noasyncepilogue.c,fail,no,no,yes,no,no,N/A,N/A,N/A,2.2,N/A,N/A,N/A,N/A,"/usr/bin/time -v pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-mini-dataset-use-scalar-lb/interp/adi-interp.c pact26-mini-initial-exp/llvm19-no-args/translated/adi-8-translated-noasyncepilogue.c ""u,v,p,q"""
gesummv,llvm19-no-args,generated-polybench-mini-dataset-use-scalar-lb/interp/gesummv-interp.c,pact26-mini-initial-exp/llvm19-no-args/translated/gesummv-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,0.018197,0.037580,0.002058,0.08,3839,13001,1,3,"/usr/bin/time -v pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-mini-dataset-use-scalar-lb/interp/gesummv-interp.c pact26-mini-initial-exp/llvm19-no-args/translated/gesummv-8-translated-noasyncepilogue.c ""A,B,tmp,x,y"""
symm,llvm19-no-args,generated-polybench-mini-dataset-use-scalar-lb/interp/symm-interp.c,pact26-mini-initial-exp/llvm19-no-args/translated/symm-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,0.128109,0.295577,0.011812,0.46,26508,95221,1,3,"/usr/bin/time -v pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-mini-dataset-use-scalar-lb/interp/symm-interp.c pact26-mini-initial-exp/llvm19-no-args/translated/symm-8-translated-noasyncepilogue.c ""A,B,C"""
bicg,llvm19-no-args,generated-polybench-mini-dataset-use-scalar-lb/interp/bicg-interp.c,pact26-mini-initial-exp/llvm19-no-args/translated/bicg-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,0.025371,0.064999,0.002698,0.12,6736,22709,1,3,"/usr/bin/time -v pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-mini-dataset-use-scalar-lb/interp/bicg-interp.c pact26-mini-initial-exp/llvm19-no-args/translated/bicg-8-translated-noasyncepilogue.c ""A,s,q,p,r"""
durbin,llvm19-no-args,generated-polybench-mini-dataset-use-scalar-lb/interp/durbin-interp.c,pact26-mini-initial-exp/llvm19-no-args/translated/durbin-8-translated-noasyncepilogue.c,fail,no,no,yes,no,no,N/A,N/A,N/A,0.09,N/A,N/A,N/A,N/A,"/usr/bin/time -v pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-mini-dataset-use-scalar-lb/interp/durbin-interp.c pact26-mini-initial-exp/llvm19-no-args/translated/durbin-8-translated-noasyncepilogue.c ""r,y"""
gemver,llvm19-no-args,generated-polybench-mini-dataset-use-scalar-lb/interp/gemver-interp.c,pact26-mini-initial-exp/llvm19-no-args/translated/gemver-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,0.054397,0.135325,0.006472,0.22,15047,48778,1,3,"/usr/bin/time -v pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-mini-dataset-use-scalar-lb/interp/gemver-interp.c pact26-mini-initial-exp/llvm19-no-args/translated/gemver-8-translated-noasyncepilogue.c ""A,u1,v1,u2,v2,w,x,y,z"""
2mm,llvm19-no-args,generated-polybench-mini-dataset-use-scalar-lb/interp/2mm-interp.c,pact26-mini-initial-exp/llvm19-no-args/translated/2mm-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,0.147447,0.374208,0.010740,0.56,43273,116631,1,3,"/usr/bin/time -v pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-mini-dataset-use-scalar-lb/interp/2mm-interp.c pact26-mini-initial-exp/llvm19-no-args/translated/2mm-8-translated-noasyncepilogue.c ""A,B,C,D"""
doitgen,llvm19-no-args,generated-polybench-mini-dataset-use-scalar-lb/interp/doitgen-interp.c,pact26-mini-initial-exp/llvm19-no-args/translated/doitgen-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,0.139429,0.345123,0.007969,0.52,42785,101357,1,3,"/usr/bin/time -v pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-mini-dataset-use-scalar-lb/interp/doitgen-interp.c pact26-mini-initial-exp/llvm19-no-args/translated/doitgen-8-translated-noasyncepilogue.c ""A,C4,sum"""
gemm,llvm19-no-args,generated-polybench-mini-dataset-use-scalar-lb/interp/gemm-interp.c,pact26-mini-initial-exp/llvm19-no-args/translated/gemm-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,0.172212,0.428741,0.014872,0.64,49050,140062,1,3,"/usr/bin/time -v pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-mini-dataset-use-scalar-lb/interp/gemm-interp.c pact26-mini-initial-exp/llvm19-no-args/translated/gemm-8-translated-noasyncepilogue.c ""A,B,C"""
nussinov,llvm19-no-args,generated-polybench-mini-dataset-use-scalar-lb/interp/nussinov-interp.c,pact26-mini-initial-exp/llvm19-no-args/translated/nussinov-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,0.778882,1.904966,0.053574,2.76,122385,662487,1,3,"/usr/bin/time -v pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-mini-dataset-use-scalar-lb/interp/nussinov-interp.c pact26-mini-initial-exp/llvm19-no-args/translated/nussinov-8-translated-noasyncepilogue.c ""table,seq"""
ludcmp,llvm19-no-args,generated-polybench-mini-dataset-use-scalar-lb/interp/ludcmp-interp.c,pact26-mini-initial-exp/llvm19-no-args/translated/ludcmp-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,0.232324,0.616874,0.015298,0.89,76646,194120,1,3,"/usr/bin/time -v pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-mini-dataset-use-scalar-lb/interp/ludcmp-interp.c pact26-mini-initial-exp/llvm19-no-args/translated/ludcmp-8-translated-noasyncepilogue.c ""A,B,x,y"""
trisolv,llvm19-no-args,generated-polybench-mini-dataset-use-scalar-lb/interp/trisolv-interp.c,pact26-mini-initial-exp/llvm19-no-args/translated/trisolv-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,0.009279,0.021892,0.001074,0.06,2597,6668,1,3,"/usr/bin/time -v pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-mini-dataset-use-scalar-lb/interp/trisolv-interp.c pact26-mini-initial-exp/llvm19-no-args/translated/trisolv-8-translated-noasyncepilogue.c ""L,x,b"""
deriche,llvm19-no-args,generated-polybench-mini-dataset-use-scalar-lb/interp/deriche-interp.c,pact26-mini-initial-exp/llvm19-no-args/translated/deriche-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,0.349423,1.047035,0.051369,1.48,133581,420320,1,3,"/usr/bin/time -v pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-mini-dataset-use-scalar-lb/interp/deriche-interp.c pact26-mini-initial-exp/llvm19-no-args/translated/deriche-8-translated-noasyncepilogue.c ""alpha,imgIn,imgOut,y1,y2"""
fdtd-2d,llvm19-no-args,generated-polybench-mini-dataset-use-scalar-lb/interp/fdtd-2d-interp.c,pact26-mini-initial-exp/llvm19-no-args/translated/fdtd-2d-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,0.504861,1.232891,0.041624,1.8,108727,402583,1,3,"/usr/bin/time -v pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-mini-dataset-use-scalar-lb/interp/fdtd-2d-interp.c pact26-mini-initial-exp/llvm19-no-args/translated/fdtd-2d-8-translated-noasyncepilogue.c ""ex,ey,hz"""
heat-3d,llvm19-no-args,generated-polybench-mini-dataset-use-scalar-lb/interp/heat-3d-interp.c,pact26-mini-initial-exp/llvm19-no-args/translated/heat-3d-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,0.895156,2.155649,0.113488,3.19,73099,605591,1,3,"/usr/bin/time -v pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-mini-dataset-use-scalar-lb/interp/heat-3d-interp.c pact26-mini-initial-exp/llvm19-no-args/translated/heat-3d-8-translated-noasyncepilogue.c ""A,B"""
