name,dir,file1,file2,result,timeout,conflict,tree_difference,interp_error,out_of_bounds,time_interp_file1,time_interp_file2,time_equivalence,time_elapsed,num_stmts_file1,num_stmts_file2,num_tasks_file1,num_tasks_file2,command
mvt,llvm23-affine-loop-fusion,generated-polybench-mini-dataset-use-scalar-lb/interp/mvt-interp.c,pact26-mini-initial-exp/llvm23-affine-loop-fusion/translated/mvt-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,0.029760,0.069258,0.002491,0.13,9945,25956,1,3,"/usr/bin/time -v pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-mini-dataset-use-scalar-lb/interp/mvt-interp.c pact26-mini-initial-exp/llvm23-affine-loop-fusion/translated/mvt-8-translated-noasyncepilogue.c ""x1,x2,y_1,y_2,A"""
seidel-2d,llvm23-affine-loop-fusion,generated-polybench-mini-dataset-use-scalar-lb/interp/seidel-2d-interp.c,pact26-mini-initial-exp/llvm23-affine-loop-fusion/translated/seidel-2d-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,0.874903,2.757982,0.078347,3.74,89775,956188,1,3,"/usr/bin/time -v pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-mini-dataset-use-scalar-lb/interp/seidel-2d-interp.c pact26-mini-initial-exp/llvm23-affine-loop-fusion/translated/seidel-2d-8-translated-noasyncepilogue.c ""A"""
jacobi-2d,llvm23-affine-loop-fusion,generated-polybench-mini-dataset-use-scalar-lb/interp/jacobi-2d-interp.c,pact26-mini-initial-exp/llvm23-affine-loop-fusion/translated/jacobi-2d-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,0.570846,1.595943,0.053854,2.25,98698,537751,1,3,"/usr/bin/time -v pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-mini-dataset-use-scalar-lb/interp/jacobi-2d-interp.c pact26-mini-initial-exp/llvm23-affine-loop-fusion/translated/jacobi-2d-8-translated-noasyncepilogue.c ""A,B"""
3mm,llvm23-affine-loop-fusion,generated-polybench-mini-dataset-use-scalar-lb/interp/3mm-interp.c,pact26-mini-initial-exp/llvm23-affine-loop-fusion/translated/3mm-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,0.238416,0.534573,0.014235,0.81,70226,178241,1,3,"/usr/bin/time -v pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-mini-dataset-use-scalar-lb/interp/3mm-interp.c pact26-mini-initial-exp/llvm23-affine-loop-fusion/translated/3mm-8-translated-noasyncepilogue.c ""A,B,C,D,E,F,G"""
adi,llvm23-affine-loop-fusion,generated-polybench-mini-dataset-use-scalar-lb/interp/adi-interp.c,pact26-mini-initial-exp/llvm23-affine-loop-fusion/translated/adi-8-translated-noasyncepilogue.c,fail,no,no,yes,no,no,N/A,N/A,N/A,3.01,N/A,N/A,N/A,N/A,"/usr/bin/time -v pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-mini-dataset-use-scalar-lb/interp/adi-interp.c pact26-mini-initial-exp/llvm23-affine-loop-fusion/translated/adi-8-translated-noasyncepilogue.c ""u,v,p,q"""
gesummv,llvm23-affine-loop-fusion,generated-polybench-mini-dataset-use-scalar-lb/interp/gesummv-interp.c,pact26-mini-initial-exp/llvm23-affine-loop-fusion/translated/gesummv-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,0.015815,0.037188,0.002002,0.08,3839,13001,1,3,"/usr/bin/time -v pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-mini-dataset-use-scalar-lb/interp/gesummv-interp.c pact26-mini-initial-exp/llvm23-affine-loop-fusion/translated/gesummv-8-translated-noasyncepilogue.c ""A,B,tmp,x,y"""
symm,llvm23-affine-loop-fusion,generated-polybench-mini-dataset-use-scalar-lb/interp/symm-interp.c,pact26-mini-initial-exp/llvm23-affine-loop-fusion/translated/symm-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,0.108441,0.288098,0.011735,0.43,26508,95221,1,3,"/usr/bin/time -v pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-mini-dataset-use-scalar-lb/interp/symm-interp.c pact26-mini-initial-exp/llvm23-affine-loop-fusion/translated/symm-8-translated-noasyncepilogue.c ""A,B,C"""
bicg,llvm23-affine-loop-fusion,generated-polybench-mini-dataset-use-scalar-lb/interp/bicg-interp.c,pact26-mini-initial-exp/llvm23-affine-loop-fusion/translated/bicg-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,0.024901,0.061599,0.002621,0.12,6736,22709,1,3,"/usr/bin/time -v pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-mini-dataset-use-scalar-lb/interp/bicg-interp.c pact26-mini-initial-exp/llvm23-affine-loop-fusion/translated/bicg-8-translated-noasyncepilogue.c ""A,s,q,p,r"""
durbin,llvm23-affine-loop-fusion,generated-polybench-mini-dataset-use-scalar-lb/interp/durbin-interp.c,pact26-mini-initial-exp/llvm23-affine-loop-fusion/translated/durbin-8-translated-noasyncepilogue.c,fail,no,no,yes,no,no,N/A,N/A,N/A,0.1,N/A,N/A,N/A,N/A,"/usr/bin/time -v pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-mini-dataset-use-scalar-lb/interp/durbin-interp.c pact26-mini-initial-exp/llvm23-affine-loop-fusion/translated/durbin-8-translated-noasyncepilogue.c ""r,y"""
gemver,llvm23-affine-loop-fusion,generated-polybench-mini-dataset-use-scalar-lb/interp/gemver-interp.c,pact26-mini-initial-exp/llvm23-affine-loop-fusion/translated/gemver-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,0.054148,0.127066,0.006294,0.22,15047,45334,1,3,"/usr/bin/time -v pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-mini-dataset-use-scalar-lb/interp/gemver-interp.c pact26-mini-initial-exp/llvm23-affine-loop-fusion/translated/gemver-8-translated-noasyncepilogue.c ""A,u1,v1,u2,v2,w,x,y,z"""
2mm,llvm23-affine-loop-fusion,generated-polybench-mini-dataset-use-scalar-lb/interp/2mm-interp.c,pact26-mini-initial-exp/llvm23-affine-loop-fusion/translated/2mm-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,0.160810,0.350819,0.010599,0.55,43273,116631,1,3,"/usr/bin/time -v pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-mini-dataset-use-scalar-lb/interp/2mm-interp.c pact26-mini-initial-exp/llvm23-affine-loop-fusion/translated/2mm-8-translated-noasyncepilogue.c ""A,B,C,D"""
doitgen,llvm23-affine-loop-fusion,generated-polybench-mini-dataset-use-scalar-lb/interp/doitgen-interp.c,pact26-mini-initial-exp/llvm23-affine-loop-fusion/translated/doitgen-8-translated-noasyncepilogue.c,fail,no,no,yes,no,no,N/A,N/A,N/A,0.5,N/A,N/A,N/A,N/A,"/usr/bin/time -v pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-mini-dataset-use-scalar-lb/interp/doitgen-interp.c pact26-mini-initial-exp/llvm23-affine-loop-fusion/translated/doitgen-8-translated-noasyncepilogue.c ""A,C4,sum"""
gemm,llvm23-affine-loop-fusion,generated-polybench-mini-dataset-use-scalar-lb/interp/gemm-interp.c,pact26-mini-initial-exp/llvm23-affine-loop-fusion/translated/gemm-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,0.165986,0.417181,0.014636,0.63,49050,140062,1,3,"/usr/bin/time -v pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-mini-dataset-use-scalar-lb/interp/gemm-interp.c pact26-mini-initial-exp/llvm23-affine-loop-fusion/translated/gemm-8-translated-noasyncepilogue.c ""A,B,C"""
nussinov,llvm23-affine-loop-fusion,generated-polybench-mini-dataset-use-scalar-lb/interp/nussinov-interp.c,pact26-mini-initial-exp/llvm23-affine-loop-fusion/translated/nussinov-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,0.716902,1.840830,0.053165,2.64,122385,662487,1,3,"/usr/bin/time -v pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-mini-dataset-use-scalar-lb/interp/nussinov-interp.c pact26-mini-initial-exp/llvm23-affine-loop-fusion/translated/nussinov-8-translated-noasyncepilogue.c ""table,seq"""
ludcmp,llvm23-affine-loop-fusion,generated-polybench-mini-dataset-use-scalar-lb/interp/ludcmp-interp.c,pact26-mini-initial-exp/llvm23-affine-loop-fusion/translated/ludcmp-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,0.228823,0.560995,0.014798,0.83,76646,194120,1,3,"/usr/bin/time -v pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-mini-dataset-use-scalar-lb/interp/ludcmp-interp.c pact26-mini-initial-exp/llvm23-affine-loop-fusion/translated/ludcmp-8-translated-noasyncepilogue.c ""A,B,x,y"""
trisolv,llvm23-affine-loop-fusion,generated-polybench-mini-dataset-use-scalar-lb/interp/trisolv-interp.c,pact26-mini-initial-exp/llvm23-affine-loop-fusion/translated/trisolv-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,0.009149,0.018678,0.001018,0.06,2597,6668,1,3,"/usr/bin/time -v pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-mini-dataset-use-scalar-lb/interp/trisolv-interp.c pact26-mini-initial-exp/llvm23-affine-loop-fusion/translated/trisolv-8-translated-noasyncepilogue.c ""L,x,b"""
deriche,llvm23-affine-loop-fusion,generated-polybench-mini-dataset-use-scalar-lb/interp/deriche-interp.c,pact26-mini-initial-exp/llvm23-affine-loop-fusion/translated/deriche-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,0.385726,1.115963,0.051141,1.59,133581,444636,1,3,"/usr/bin/time -v pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-mini-dataset-use-scalar-lb/interp/deriche-interp.c pact26-mini-initial-exp/llvm23-affine-loop-fusion/translated/deriche-8-translated-noasyncepilogue.c ""alpha,imgIn,imgOut,y1,y2"""
fdtd-2d,llvm23-affine-loop-fusion,generated-polybench-mini-dataset-use-scalar-lb/interp/fdtd-2d-interp.c,pact26-mini-initial-exp/llvm23-affine-loop-fusion/translated/fdtd-2d-8-translated-noasyncepilogue.c,fail,no,no,no,no,no,N/A,N/A,N/A,1.71,N/A,N/A,N/A,N/A,"/usr/bin/time -v pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-mini-dataset-use-scalar-lb/interp/fdtd-2d-interp.c pact26-mini-initial-exp/llvm23-affine-loop-fusion/translated/fdtd-2d-8-translated-noasyncepilogue.c ""ex,ey,hz"""
heat-3d,llvm23-affine-loop-fusion,generated-polybench-mini-dataset-use-scalar-lb/interp/heat-3d-interp.c,pact26-mini-initial-exp/llvm23-affine-loop-fusion/translated/heat-3d-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,0.856216,2.081685,0.112389,3.08,73099,605591,1,3,"/usr/bin/time -v pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-mini-dataset-use-scalar-lb/interp/heat-3d-interp.c pact26-mini-initial-exp/llvm23-affine-loop-fusion/translated/heat-3d-8-translated-noasyncepilogue.c ""A,B"""
