name,dir,file1,file2,result,timeout,conflict,tree_difference,interp_error,out_of_bounds,time_interp_file1,time_interp_file2,time_equivalence,time_elapsed,num_stmts_file1,num_stmts_file2,num_tasks_file1,num_tasks_file2,command
covariance,llvm21-affine-normalize,generated-polybench-mini-dataset-use-scalar-lb/interp/covariance-interp.c,pact26-mini-initial-exp/llvm21-affine-normalize/translated/covariance-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,0.153478,0.357872,0.009542,0.55,47630,119311,1,3,"/usr/bin/time -v pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-mini-dataset-use-scalar-lb/interp/covariance-interp.c pact26-mini-initial-exp/llvm21-affine-normalize/translated/covariance-8-translated-noasyncepilogue.c ""data,cov,mean"""
atax,llvm21-affine-normalize,generated-polybench-mini-dataset-use-scalar-lb/interp/atax-interp.c,pact26-mini-initial-exp/llvm21-affine-normalize/translated/atax-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,0.029883,0.074446,0.002599,0.14,9993,25966,1,3,"/usr/bin/time -v pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-mini-dataset-use-scalar-lb/interp/atax-interp.c pact26-mini-initial-exp/llvm21-affine-normalize/translated/atax-8-translated-noasyncepilogue.c ""A,x,y,tmp"""
gramschmidt,llvm21-affine-normalize,generated-polybench-mini-dataset-use-scalar-lb/interp/gramschmidt-interp.c,pact26-mini-initial-exp/llvm21-affine-normalize/translated/gramschmidt-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,0.214558,0.487828,0.012294,0.74,59167,151373,1,3,"/usr/bin/time -v pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-mini-dataset-use-scalar-lb/interp/gramschmidt-interp.c pact26-mini-initial-exp/llvm21-affine-normalize/translated/gramschmidt-8-translated-noasyncepilogue.c ""A,R,Q"""
syr2k,llvm21-affine-normalize,generated-polybench-mini-dataset-use-scalar-lb/interp/syr2k-interp.c,pact26-mini-initial-exp/llvm21-affine-normalize/translated/syr2k-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,0.176025,0.454912,0.019555,0.67,31902,135773,1,3,"/usr/bin/time -v pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-mini-dataset-use-scalar-lb/interp/syr2k-interp.c pact26-mini-initial-exp/llvm21-affine-normalize/translated/syr2k-8-translated-noasyncepilogue.c ""A,B,C"""
lu,llvm21-affine-normalize,generated-polybench-mini-dataset-use-scalar-lb/interp/lu-interp.c,pact26-mini-initial-exp/llvm21-affine-normalize/translated/lu-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,0.259737,0.543799,0.014258,0.85,69052,175003,1,3,"/usr/bin/time -v pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-mini-dataset-use-scalar-lb/interp/lu-interp.c pact26-mini-initial-exp/llvm21-affine-normalize/translated/lu-8-translated-noasyncepilogue.c ""A"""
jacobi-1d,llvm21-affine-normalize,generated-polybench-mini-dataset-use-scalar-lb/interp/jacobi-1d-interp.c,pact26-mini-initial-exp/llvm21-affine-normalize/translated/jacobi-1d-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,0.012021,0.034658,0.001085,0.07,3497,13591,1,3,"/usr/bin/time -v pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-mini-dataset-use-scalar-lb/interp/jacobi-1d-interp.c pact26-mini-initial-exp/llvm21-affine-normalize/translated/jacobi-1d-8-translated-noasyncepilogue.c ""A,B"""
floyd-warshall,llvm21-affine-normalize,generated-polybench-mini-dataset-use-scalar-lb/interp/floyd-warshall-interp.c,pact26-mini-initial-exp/llvm21-affine-normalize/translated/floyd-warshall-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,3.352850,5.996647,0.296730,9.69,662652,1958662,1,3,"/usr/bin/time -v pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-mini-dataset-use-scalar-lb/interp/floyd-warshall-interp.c pact26-mini-initial-exp/llvm21-affine-normalize/translated/floyd-warshall-8-translated-noasyncepilogue.c ""path"""
cholesky,llvm21-affine-normalize,generated-polybench-mini-dataset-use-scalar-lb/interp/cholesky-interp.c,pact26-mini-initial-exp/llvm21-affine-normalize/translated/cholesky-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,0.133927,0.282095,0.007752,0.45,36172,91122,1,3,"/usr/bin/time -v pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-mini-dataset-use-scalar-lb/interp/cholesky-interp.c pact26-mini-initial-exp/llvm21-affine-normalize/translated/cholesky-8-translated-noasyncepilogue.c ""A"""
syrk,llvm21-affine-normalize,generated-polybench-mini-dataset-use-scalar-lb/interp/syrk-interp.c,pact26-mini-initial-exp/llvm21-affine-normalize/translated/syrk-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,0.116492,0.272832,0.009240,0.43,31899,89270,1,3,"/usr/bin/time -v pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-mini-dataset-use-scalar-lb/interp/syrk-interp.c pact26-mini-initial-exp/llvm21-affine-normalize/translated/syrk-8-translated-noasyncepilogue.c ""A,C"""
trmm,llvm21-affine-normalize,generated-polybench-mini-dataset-use-scalar-lb/interp/trmm-interp.c,pact26-mini-initial-exp/llvm21-affine-normalize/translated/trmm-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,0.067812,0.187832,0.005147,0.28,20201,62514,1,3,"/usr/bin/time -v pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-mini-dataset-use-scalar-lb/interp/trmm-interp.c pact26-mini-initial-exp/llvm21-affine-normalize/translated/trmm-8-translated-noasyncepilogue.c ""A,B"""
correlation,llvm21-affine-normalize,generated-polybench-mini-dataset-use-scalar-lb/interp/correlation-interp.c,pact26-mini-initial-exp/llvm21-affine-normalize/translated/correlation-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,0.161789,0.376900,0.010672,0.58,48206,123470,1,3,"/usr/bin/time -v pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-mini-dataset-use-scalar-lb/interp/correlation-interp.c pact26-mini-initial-exp/llvm21-affine-normalize/translated/correlation-8-translated-noasyncepilogue.c ""data,corr,mean,stddev"""
mvt,llvm21-affine-normalize,generated-polybench-mini-dataset-use-scalar-lb/interp/mvt-interp.c,pact26-mini-initial-exp/llvm21-affine-normalize/translated/mvt-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,0.030038,0.070233,0.002706,0.13,9945,25956,1,3,"/usr/bin/time -v pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-mini-dataset-use-scalar-lb/interp/mvt-interp.c pact26-mini-initial-exp/llvm21-affine-normalize/translated/mvt-8-translated-noasyncepilogue.c ""x1,x2,y_1,y_2,A"""
