name,dir,file1,file2,result,timeout,conflict,tree_difference,interp_error,out_of_bounds,time_interp_file1,time_interp_file2,time_equivalence,time_elapsed,num_stmts_file1,num_stmts_file2,num_tasks_file1,num_tasks_file2,command
correlation,llvm19-affine-tile,generated-polybench-mini-dataset-use-scalar-lb/interp/correlation-interp.c,pact26-mini-initial-exp/llvm19-affine-tile/translated/correlation-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,0.158254,0.370322,0.010393,0.57,48206,122742,1,3,"/usr/bin/time -v pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-mini-dataset-use-scalar-lb/interp/correlation-interp.c pact26-mini-initial-exp/llvm19-affine-tile/translated/correlation-8-translated-noasyncepilogue.c ""data,corr,mean,stddev"""
mvt,llvm19-affine-tile,generated-polybench-mini-dataset-use-scalar-lb/interp/mvt-interp.c,pact26-mini-initial-exp/llvm19-affine-tile/translated/mvt-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,0.029494,0.079275,0.002581,0.14,9945,26661,1,3,"/usr/bin/time -v pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-mini-dataset-use-scalar-lb/interp/mvt-interp.c pact26-mini-initial-exp/llvm19-affine-tile/translated/mvt-8-translated-noasyncepilogue.c ""x1,x2,y_1,y_2,A"""
seidel-2d,llvm19-affine-tile,generated-polybench-mini-dataset-use-scalar-lb/interp/seidel-2d-interp.c,pact26-mini-initial-exp/llvm19-affine-tile/translated/seidel-2d-8-translated-noasyncepilogue.c,fail,no,no,yes,no,no,N/A,N/A,N/A,4.35,N/A,N/A,N/A,N/A,"/usr/bin/time -v pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-mini-dataset-use-scalar-lb/interp/seidel-2d-interp.c pact26-mini-initial-exp/llvm19-affine-tile/translated/seidel-2d-8-translated-noasyncepilogue.c ""A"""
jacobi-2d,llvm19-affine-tile,generated-polybench-mini-dataset-use-scalar-lb/interp/jacobi-2d-interp.c,pact26-mini-initial-exp/llvm19-affine-tile/translated/jacobi-2d-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,0.557022,1.657658,0.049383,2.3,98698,537757,1,3,"/usr/bin/time -v pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-mini-dataset-use-scalar-lb/interp/jacobi-2d-interp.c pact26-mini-initial-exp/llvm19-affine-tile/translated/jacobi-2d-8-translated-noasyncepilogue.c ""A,B"""
3mm,llvm19-affine-tile,generated-polybench-mini-dataset-use-scalar-lb/interp/3mm-interp.c,pact26-mini-initial-exp/llvm19-affine-tile/translated/3mm-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,0.233099,0.592329,0.013977,0.86,70226,178319,1,3,"/usr/bin/time -v pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-mini-dataset-use-scalar-lb/interp/3mm-interp.c pact26-mini-initial-exp/llvm19-affine-tile/translated/3mm-8-translated-noasyncepilogue.c ""A,B,C,D,E,F,G"""
adi,llvm19-affine-tile,generated-polybench-mini-dataset-use-scalar-lb/interp/adi-interp.c,pact26-mini-initial-exp/llvm19-affine-tile/translated/adi-8-translated-noasyncepilogue.c,fail,no,no,yes,no,no,N/A,N/A,N/A,2.15,N/A,N/A,N/A,N/A,"/usr/bin/time -v pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-mini-dataset-use-scalar-lb/interp/adi-interp.c pact26-mini-initial-exp/llvm19-affine-tile/translated/adi-8-translated-noasyncepilogue.c ""u,v,p,q"""
gesummv,llvm19-affine-tile,generated-polybench-mini-dataset-use-scalar-lb/interp/gesummv-interp.c,pact26-mini-initial-exp/llvm19-affine-tile/translated/gesummv-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,0.015759,0.042854,0.001936,0.08,3839,13007,1,3,"/usr/bin/time -v pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-mini-dataset-use-scalar-lb/interp/gesummv-interp.c pact26-mini-initial-exp/llvm19-affine-tile/translated/gesummv-8-translated-noasyncepilogue.c ""A,B,tmp,x,y"""
symm,llvm19-affine-tile,generated-polybench-mini-dataset-use-scalar-lb/interp/symm-interp.c,pact26-mini-initial-exp/llvm19-affine-tile/translated/symm-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,0.111119,0.318147,0.011316,0.46,26508,95251,1,3,"/usr/bin/time -v pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-mini-dataset-use-scalar-lb/interp/symm-interp.c pact26-mini-initial-exp/llvm19-affine-tile/translated/symm-8-translated-noasyncepilogue.c ""A,B,C"""
bicg,llvm19-affine-tile,generated-polybench-mini-dataset-use-scalar-lb/interp/bicg-interp.c,pact26-mini-initial-exp/llvm19-affine-tile/translated/bicg-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,0.032290,0.066125,0.002632,0.13,6736,22734,1,3,"/usr/bin/time -v pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-mini-dataset-use-scalar-lb/interp/bicg-interp.c pact26-mini-initial-exp/llvm19-affine-tile/translated/bicg-8-translated-noasyncepilogue.c ""A,s,q,p,r"""
durbin,llvm19-affine-tile,generated-polybench-mini-dataset-use-scalar-lb/interp/durbin-interp.c,pact26-mini-initial-exp/llvm19-affine-tile/translated/durbin-8-translated-noasyncepilogue.c,fail,no,no,yes,no,no,N/A,N/A,N/A,0.1,N/A,N/A,N/A,N/A,"/usr/bin/time -v pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-mini-dataset-use-scalar-lb/interp/durbin-interp.c pact26-mini-initial-exp/llvm19-affine-tile/translated/durbin-8-translated-noasyncepilogue.c ""r,y"""
gemver,llvm19-affine-tile,generated-polybench-mini-dataset-use-scalar-lb/interp/gemver-interp.c,pact26-mini-initial-exp/llvm19-affine-tile/translated/gemver-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,0.053665,0.165259,0.006407,0.26,15047,49847,1,3,"/usr/bin/time -v pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-mini-dataset-use-scalar-lb/interp/gemver-interp.c pact26-mini-initial-exp/llvm19-affine-tile/translated/gemver-8-translated-noasyncepilogue.c ""A,u1,v1,u2,v2,w,x,y,z"""
2mm,llvm19-affine-tile,generated-polybench-mini-dataset-use-scalar-lb/interp/2mm-interp.c,pact26-mini-initial-exp/llvm19-affine-tile/translated/2mm-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,0.162855,0.391226,0.010673,0.6,43273,116682,1,3,"/usr/bin/time -v pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-mini-dataset-use-scalar-lb/interp/2mm-interp.c pact26-mini-initial-exp/llvm19-affine-tile/translated/2mm-8-translated-noasyncepilogue.c ""A,B,C,D"""
doitgen,llvm19-affine-tile,generated-polybench-mini-dataset-use-scalar-lb/interp/doitgen-interp.c,pact26-mini-initial-exp/llvm19-affine-tile/translated/doitgen-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,0.159713,0.350194,0.007578,0.56,42785,101377,1,3,"/usr/bin/time -v pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-mini-dataset-use-scalar-lb/interp/doitgen-interp.c pact26-mini-initial-exp/llvm19-affine-tile/translated/doitgen-8-translated-noasyncepilogue.c ""A,C4,sum"""
gemm,llvm19-affine-tile,generated-polybench-mini-dataset-use-scalar-lb/interp/gemm-interp.c,pact26-mini-initial-exp/llvm19-affine-tile/translated/gemm-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,0.168755,0.427085,0.014473,0.64,49050,140068,1,3,"/usr/bin/time -v pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-mini-dataset-use-scalar-lb/interp/gemm-interp.c pact26-mini-initial-exp/llvm19-affine-tile/translated/gemm-8-translated-noasyncepilogue.c ""A,B,C"""
nussinov,llvm19-affine-tile,generated-polybench-mini-dataset-use-scalar-lb/interp/nussinov-interp.c,pact26-mini-initial-exp/llvm19-affine-tile/translated/nussinov-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,0.718245,1.822267,0.053071,2.62,122385,662487,1,3,"/usr/bin/time -v pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-mini-dataset-use-scalar-lb/interp/nussinov-interp.c pact26-mini-initial-exp/llvm19-affine-tile/translated/nussinov-8-translated-noasyncepilogue.c ""table,seq"""
ludcmp,llvm19-affine-tile,generated-polybench-mini-dataset-use-scalar-lb/interp/ludcmp-interp.c,pact26-mini-initial-exp/llvm19-affine-tile/translated/ludcmp-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,0.228420,0.602270,0.014848,0.87,76646,194157,1,3,"/usr/bin/time -v pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-mini-dataset-use-scalar-lb/interp/ludcmp-interp.c pact26-mini-initial-exp/llvm19-affine-tile/translated/ludcmp-8-translated-noasyncepilogue.c ""A,B,x,y"""
trisolv,llvm19-affine-tile,generated-polybench-mini-dataset-use-scalar-lb/interp/trisolv-interp.c,pact26-mini-initial-exp/llvm19-affine-tile/translated/trisolv-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,0.009206,0.019918,0.000996,0.06,2597,6681,1,3,"/usr/bin/time -v pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-mini-dataset-use-scalar-lb/interp/trisolv-interp.c pact26-mini-initial-exp/llvm19-affine-tile/translated/trisolv-8-translated-noasyncepilogue.c ""L,x,b"""
deriche,llvm19-affine-tile,generated-polybench-mini-dataset-use-scalar-lb/interp/deriche-interp.c,pact26-mini-initial-exp/llvm19-affine-tile/translated/deriche-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,0.354187,1.123382,0.050786,1.56,133581,421185,1,3,"/usr/bin/time -v pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-mini-dataset-use-scalar-lb/interp/deriche-interp.c pact26-mini-initial-exp/llvm19-affine-tile/translated/deriche-8-translated-noasyncepilogue.c ""alpha,imgIn,imgOut,y1,y2"""
fdtd-2d,llvm19-affine-tile,generated-polybench-mini-dataset-use-scalar-lb/interp/fdtd-2d-interp.c,pact26-mini-initial-exp/llvm19-affine-tile/translated/fdtd-2d-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,0.478730,1.229086,0.040672,1.78,108727,402589,1,3,"/usr/bin/time -v pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-mini-dataset-use-scalar-lb/interp/fdtd-2d-interp.c pact26-mini-initial-exp/llvm19-affine-tile/translated/fdtd-2d-8-translated-noasyncepilogue.c ""ex,ey,hz"""
heat-3d,llvm19-affine-tile,generated-polybench-mini-dataset-use-scalar-lb/interp/heat-3d-interp.c,pact26-mini-initial-exp/llvm19-affine-tile/translated/heat-3d-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,0.893438,2.239115,0.110083,3.27,73099,605598,1,3,"/usr/bin/time -v pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-mini-dataset-use-scalar-lb/interp/heat-3d-interp.c pact26-mini-initial-exp/llvm19-affine-tile/translated/heat-3d-8-translated-noasyncepilogue.c ""A,B"""
