name,output_dir,optionset,mlir_opt_version,all_pass,fail_command,flag_did_nothing
syrk,llvm21-affine-normalize,affine-normalize,llvm21,yes,N/A,yes
gemm,llvm21-affine-normalize,affine-normalize,llvm21,yes,N/A,yes
3mm,llvm21-affine-normalize,affine-normalize,llvm21,yes,N/A,yes
doitgen,llvm21-affine-normalize,affine-normalize,llvm21,yes,N/A,yes
durbin,llvm21-affine-normalize,affine-normalize,llvm21,yes,N/A,no
floyd-warshall,llvm21-affine-normalize,affine-normalize,llvm21,yes,N/A,yes
deriche,llvm21-affine-normalize,affine-normalize,llvm21,yes,N/A,yes
gramschmidt,llvm21-affine-normalize,affine-normalize,llvm21,yes,N/A,no
nussinov,llvm21-affine-normalize,affine-normalize,llvm21,yes,N/A,no
bicg,llvm21-affine-normalize,affine-normalize,llvm21,yes,N/A,yes
ludcmp,llvm21-affine-normalize,affine-normalize,llvm21,yes,N/A,no
mvt,llvm21-affine-normalize,affine-normalize,llvm21,yes,N/A,yes
correlation,llvm21-affine-normalize,affine-normalize,llvm21,yes,N/A,no
2mm,llvm21-affine-normalize,affine-normalize,llvm21,yes,N/A,yes
syr2k,llvm21-affine-normalize,affine-normalize,llvm21,yes,N/A,yes
gesummv,llvm21-affine-normalize,affine-normalize,llvm21,yes,N/A,yes
trisolv,llvm21-affine-normalize,affine-normalize,llvm21,yes,N/A,yes
heat-3d,llvm21-affine-normalize,affine-normalize,llvm21,yes,N/A,no
trmm,llvm21-affine-normalize,affine-normalize,llvm21,yes,N/A,no
jacobi-1d,llvm21-affine-normalize,affine-normalize,llvm21,yes,N/A,no
seidel-2d,llvm21-affine-normalize,affine-normalize,llvm21,yes,N/A,no
covariance,llvm21-affine-normalize,affine-normalize,llvm21,yes,N/A,no
lu,llvm21-affine-normalize,affine-normalize,llvm21,yes,N/A,no
fdtd-2d,llvm21-affine-normalize,affine-normalize,llvm21,yes,N/A,no
adi,llvm21-affine-normalize,affine-normalize,llvm21,yes,N/A,no
cholesky,llvm21-affine-normalize,affine-normalize,llvm21,yes,N/A,yes
atax,llvm21-affine-normalize,affine-normalize,llvm21,yes,N/A,yes
gemver,llvm21-affine-normalize,affine-normalize,llvm21,yes,N/A,yes
jacobi-2d,llvm21-affine-normalize,affine-normalize,llvm21,yes,N/A,no
symm,llvm21-affine-normalize,affine-normalize,llvm21,yes,N/A,yes
syrk,llvm21-affine-tile,affine-tile,llvm21,yes,N/A,no
gemm,llvm21-affine-tile,affine-tile,llvm21,yes,N/A,no
3mm,llvm21-affine-tile,affine-tile,llvm21,yes,N/A,no
doitgen,llvm21-affine-tile,affine-tile,llvm21,yes,N/A,no
durbin,llvm21-affine-tile,affine-tile,llvm21,yes,N/A,no
floyd-warshall,llvm21-affine-tile,affine-tile,llvm21,yes,N/A,no
deriche,llvm21-affine-tile,affine-tile,llvm21,yes,N/A,no
gramschmidt,llvm21-affine-tile,affine-tile,llvm21,yes,N/A,no
nussinov,llvm21-affine-tile,affine-tile,llvm21,yes,N/A,yes
bicg,llvm21-affine-tile,affine-tile,llvm21,yes,N/A,no
ludcmp,llvm21-affine-tile,affine-tile,llvm21,yes,N/A,no
mvt,llvm21-affine-tile,affine-tile,llvm21,yes,N/A,no
correlation,llvm21-affine-tile,affine-tile,llvm21,yes,N/A,no
2mm,llvm21-affine-tile,affine-tile,llvm21,yes,N/A,no
syr2k,llvm21-affine-tile,affine-tile,llvm21,yes,N/A,no
gesummv,llvm21-affine-tile,affine-tile,llvm21,yes,N/A,no
trisolv,llvm21-affine-tile,affine-tile,llvm21,yes,N/A,no
heat-3d,llvm21-affine-tile,affine-tile,llvm21,yes,N/A,no
trmm,llvm21-affine-tile,affine-tile,llvm21,yes,N/A,no
jacobi-1d,llvm21-affine-tile,affine-tile,llvm21,yes,N/A,no
seidel-2d,llvm21-affine-tile,affine-tile,llvm21,yes,N/A,no
covariance,llvm21-affine-tile,affine-tile,llvm21,yes,N/A,no
lu,llvm21-affine-tile,affine-tile,llvm21,yes,N/A,no
fdtd-2d,llvm21-affine-tile,affine-tile,llvm21,yes,N/A,no
adi,llvm21-affine-tile,affine-tile,llvm21,yes,N/A,no
cholesky,llvm21-affine-tile,affine-tile,llvm21,yes,N/A,no
atax,llvm21-affine-tile,affine-tile,llvm21,yes,N/A,no
gemver,llvm21-affine-tile,affine-tile,llvm21,yes,N/A,no
jacobi-2d,llvm21-affine-tile,affine-tile,llvm21,yes,N/A,no
symm,llvm21-affine-tile,affine-tile,llvm21,yes,N/A,no
syrk,llvm21-affine-unroll,affine-unroll,llvm21,yes,N/A,no
gemm,llvm21-affine-unroll,affine-unroll,llvm21,yes,N/A,no
3mm,llvm21-affine-unroll,affine-unroll,llvm21,yes,N/A,no
doitgen,llvm21-affine-unroll,affine-unroll,llvm21,yes,N/A,no
durbin,llvm21-affine-unroll,affine-unroll,llvm21,yes,N/A,no
floyd-warshall,llvm21-affine-unroll,affine-unroll,llvm21,yes,N/A,no
deriche,llvm21-affine-unroll,affine-unroll,llvm21,yes,N/A,no
gramschmidt,llvm21-affine-unroll,affine-unroll,llvm21,yes,N/A,no
nussinov,llvm21-affine-unroll,affine-unroll,llvm21,yes,N/A,no
bicg,llvm21-affine-unroll,affine-unroll,llvm21,yes,N/A,no
ludcmp,llvm21-affine-unroll,affine-unroll,llvm21,yes,N/A,no
mvt,llvm21-affine-unroll,affine-unroll,llvm21,yes,N/A,no
correlation,llvm21-affine-unroll,affine-unroll,llvm21,yes,N/A,no
2mm,llvm21-affine-unroll,affine-unroll,llvm21,yes,N/A,no
syr2k,llvm21-affine-unroll,affine-unroll,llvm21,yes,N/A,no
gesummv,llvm21-affine-unroll,affine-unroll,llvm21,yes,N/A,no
trisolv,llvm21-affine-unroll,affine-unroll,llvm21,yes,N/A,no
heat-3d,llvm21-affine-unroll,affine-unroll,llvm21,yes,N/A,no
trmm,llvm21-affine-unroll,affine-unroll,llvm21,yes,N/A,no
jacobi-1d,llvm21-affine-unroll,affine-unroll,llvm21,yes,N/A,no
seidel-2d,llvm21-affine-unroll,affine-unroll,llvm21,yes,N/A,no
covariance,llvm21-affine-unroll,affine-unroll,llvm21,yes,N/A,no
lu,llvm21-affine-unroll,affine-unroll,llvm21,yes,N/A,no
fdtd-2d,llvm21-affine-unroll,affine-unroll,llvm21,yes,N/A,no
adi,llvm21-affine-unroll,affine-unroll,llvm21,yes,N/A,no
cholesky,llvm21-affine-unroll,affine-unroll,llvm21,yes,N/A,no
atax,llvm21-affine-unroll,affine-unroll,llvm21,yes,N/A,no
gemver,llvm21-affine-unroll,affine-unroll,llvm21,yes,N/A,no
jacobi-2d,llvm21-affine-unroll,affine-unroll,llvm21,yes,N/A,no
symm,llvm21-affine-unroll,affine-unroll,llvm21,yes,N/A,no
syrk,llvm21-affine-unroll-jam,affine-unroll-jam,llvm21,yes,N/A,yes
gemm,llvm21-affine-unroll-jam,affine-unroll-jam,llvm21,yes,N/A,no
3mm,llvm21-affine-unroll-jam,affine-unroll-jam,llvm21,yes,N/A,yes
doitgen,llvm21-affine-unroll-jam,affine-unroll-jam,llvm21,yes,N/A,yes
durbin,llvm21-affine-unroll-jam,affine-unroll-jam,llvm21,yes,N/A,yes
floyd-warshall,llvm21-affine-unroll-jam,affine-unroll-jam,llvm21,yes,N/A,no
deriche,llvm21-affine-unroll-jam,affine-unroll-jam,llvm21,yes,N/A,yes
gramschmidt,llvm21-affine-unroll-jam,affine-unroll-jam,llvm21,yes,N/A,yes
nussinov,llvm21-affine-unroll-jam,affine-unroll-jam,llvm21,yes,N/A,yes
bicg,llvm21-affine-unroll-jam,affine-unroll-jam,llvm21,yes,N/A,yes
ludcmp,llvm21-affine-unroll-jam,affine-unroll-jam,llvm21,yes,N/A,yes
mvt,llvm21-affine-unroll-jam,affine-unroll-jam,llvm21,yes,N/A,no
correlation,llvm21-affine-unroll-jam,affine-unroll-jam,llvm21,yes,N/A,yes
2mm,llvm21-affine-unroll-jam,affine-unroll-jam,llvm21,yes,N/A,yes
syr2k,llvm21-affine-unroll-jam,affine-unroll-jam,llvm21,yes,N/A,yes
gesummv,llvm21-affine-unroll-jam,affine-unroll-jam,llvm21,yes,N/A,yes
trisolv,llvm21-affine-unroll-jam,affine-unroll-jam,llvm21,yes,N/A,yes
heat-3d,llvm21-affine-unroll-jam,affine-unroll-jam,llvm21,yes,N/A,yes
trmm,llvm21-affine-unroll-jam,affine-unroll-jam,llvm21,yes,N/A,yes
jacobi-1d,llvm21-affine-unroll-jam,affine-unroll-jam,llvm21,yes,N/A,yes
seidel-2d,llvm21-affine-unroll-jam,affine-unroll-jam,llvm21,yes,N/A,yes
covariance,llvm21-affine-unroll-jam,affine-unroll-jam,llvm21,yes,N/A,yes
lu,llvm21-affine-unroll-jam,affine-unroll-jam,llvm21,yes,N/A,yes
fdtd-2d,llvm21-affine-unroll-jam,affine-unroll-jam,llvm21,yes,N/A,yes
adi,llvm21-affine-unroll-jam,affine-unroll-jam,llvm21,yes,N/A,yes
cholesky,llvm21-affine-unroll-jam,affine-unroll-jam,llvm21,yes,N/A,yes
atax,llvm21-affine-unroll-jam,affine-unroll-jam,llvm21,yes,N/A,yes
gemver,llvm21-affine-unroll-jam,affine-unroll-jam,llvm21,yes,N/A,no
jacobi-2d,llvm21-affine-unroll-jam,affine-unroll-jam,llvm21,yes,N/A,yes
symm,llvm21-affine-unroll-jam,affine-unroll-jam,llvm21,yes,N/A,yes
syrk,llvm21-affine-parallelize,affine-parallelize,llvm21,yes,N/A,no
gemm,llvm21-affine-parallelize,affine-parallelize,llvm21,yes,N/A,no
3mm,llvm21-affine-parallelize,affine-parallelize,llvm21,yes,N/A,no
doitgen,llvm21-affine-parallelize,affine-parallelize,llvm21,yes,N/A,no
durbin,llvm21-affine-parallelize,affine-parallelize,llvm21,yes,N/A,no
floyd-warshall,llvm21-affine-parallelize,affine-parallelize,llvm21,yes,N/A,yes
deriche,llvm21-affine-parallelize,affine-parallelize,llvm21,yes,N/A,no
gramschmidt,llvm21-affine-parallelize,affine-parallelize,llvm21,yes,N/A,no
nussinov,llvm21-affine-parallelize,affine-parallelize,llvm21,yes,N/A,yes
bicg,llvm21-affine-parallelize,affine-parallelize,llvm21,yes,N/A,no
ludcmp,llvm21-affine-parallelize,affine-parallelize,llvm21,yes,N/A,yes
mvt,llvm21-affine-parallelize,affine-parallelize,llvm21,yes,N/A,no
correlation,llvm21-affine-parallelize,affine-parallelize,llvm21,yes,N/A,no
2mm,llvm21-affine-parallelize,affine-parallelize,llvm21,yes,N/A,no
syr2k,llvm21-affine-parallelize,affine-parallelize,llvm21,yes,N/A,no
gesummv,llvm21-affine-parallelize,affine-parallelize,llvm21,yes,N/A,no
trisolv,llvm21-affine-parallelize,affine-parallelize,llvm21,yes,N/A,yes
heat-3d,llvm21-affine-parallelize,affine-parallelize,llvm21,yes,N/A,no
trmm,llvm21-affine-parallelize,affine-parallelize,llvm21,yes,N/A,no
jacobi-1d,llvm21-affine-parallelize,affine-parallelize,llvm21,yes,N/A,no
seidel-2d,llvm21-affine-parallelize,affine-parallelize,llvm21,yes,N/A,yes
covariance,llvm21-affine-parallelize,affine-parallelize,llvm21,yes,N/A,no
lu,llvm21-affine-parallelize,affine-parallelize,llvm21,yes,N/A,no
fdtd-2d,llvm21-affine-parallelize,affine-parallelize,llvm21,yes,N/A,no
adi,llvm21-affine-parallelize,affine-parallelize,llvm21,yes,N/A,no
cholesky,llvm21-affine-parallelize,affine-parallelize,llvm21,yes,N/A,yes
atax,llvm21-affine-parallelize,affine-parallelize,llvm21,yes,N/A,no
gemver,llvm21-affine-parallelize,affine-parallelize,llvm21,yes,N/A,no
jacobi-2d,llvm21-affine-parallelize,affine-parallelize,llvm21,yes,N/A,no
symm,llvm21-affine-parallelize,affine-parallelize,llvm21,yes,N/A,yes
syrk,llvm23-no-args,no-args,llvm23,yes,N/A,yes
gemm,llvm23-no-args,no-args,llvm23,yes,N/A,yes
3mm,llvm23-no-args,no-args,llvm23,yes,N/A,yes
doitgen,llvm23-no-args,no-args,llvm23,yes,N/A,yes
durbin,llvm23-no-args,no-args,llvm23,yes,N/A,yes
floyd-warshall,llvm23-no-args,no-args,llvm23,yes,N/A,yes
deriche,llvm23-no-args,no-args,llvm23,yes,N/A,yes
gramschmidt,llvm23-no-args,no-args,llvm23,yes,N/A,yes
nussinov,llvm23-no-args,no-args,llvm23,yes,N/A,yes
bicg,llvm23-no-args,no-args,llvm23,yes,N/A,yes
ludcmp,llvm23-no-args,no-args,llvm23,yes,N/A,yes
mvt,llvm23-no-args,no-args,llvm23,yes,N/A,yes
correlation,llvm23-no-args,no-args,llvm23,yes,N/A,yes
2mm,llvm23-no-args,no-args,llvm23,yes,N/A,yes
syr2k,llvm23-no-args,no-args,llvm23,yes,N/A,yes
gesummv,llvm23-no-args,no-args,llvm23,yes,N/A,yes
trisolv,llvm23-no-args,no-args,llvm23,yes,N/A,yes
heat-3d,llvm23-no-args,no-args,llvm23,yes,N/A,yes
trmm,llvm23-no-args,no-args,llvm23,yes,N/A,yes
jacobi-1d,llvm23-no-args,no-args,llvm23,yes,N/A,yes
seidel-2d,llvm23-no-args,no-args,llvm23,yes,N/A,yes
covariance,llvm23-no-args,no-args,llvm23,yes,N/A,yes
lu,llvm23-no-args,no-args,llvm23,yes,N/A,yes
fdtd-2d,llvm23-no-args,no-args,llvm23,yes,N/A,yes
adi,llvm23-no-args,no-args,llvm23,yes,N/A,yes
cholesky,llvm23-no-args,no-args,llvm23,yes,N/A,yes
atax,llvm23-no-args,no-args,llvm23,yes,N/A,yes
gemver,llvm23-no-args,no-args,llvm23,yes,N/A,yes
jacobi-2d,llvm23-no-args,no-args,llvm23,yes,N/A,yes
symm,llvm23-no-args,no-args,llvm23,yes,N/A,yes
syrk,llvm23-affine-loop-fusion,affine-loop-fusion,llvm23,yes,N/A,yes
gemm,llvm23-affine-loop-fusion,affine-loop-fusion,llvm23,yes,N/A,yes
3mm,llvm23-affine-loop-fusion,affine-loop-fusion,llvm23,yes,N/A,yes
doitgen,llvm23-affine-loop-fusion,affine-loop-fusion,llvm23,yes,N/A,no
durbin,llvm23-affine-loop-fusion,affine-loop-fusion,llvm23,yes,N/A,yes
floyd-warshall,llvm23-affine-loop-fusion,affine-loop-fusion,llvm23,yes,N/A,yes
deriche,llvm23-affine-loop-fusion,affine-loop-fusion,llvm23,yes,N/A,no
gramschmidt,llvm23-affine-loop-fusion,affine-loop-fusion,llvm23,yes,N/A,yes
nussinov,llvm23-affine-loop-fusion,affine-loop-fusion,llvm23,yes,N/A,yes
bicg,llvm23-affine-loop-fusion,affine-loop-fusion,llvm23,yes,N/A,yes
ludcmp,llvm23-affine-loop-fusion,affine-loop-fusion,llvm23,yes,N/A,yes
mvt,llvm23-affine-loop-fusion,affine-loop-fusion,llvm23,yes,N/A,yes
correlation,llvm23-affine-loop-fusion,affine-loop-fusion,llvm23,yes,N/A,yes
2mm,llvm23-affine-loop-fusion,affine-loop-fusion,llvm23,yes,N/A,yes
syr2k,llvm23-affine-loop-fusion,affine-loop-fusion,llvm23,yes,N/A,yes
gesummv,llvm23-affine-loop-fusion,affine-loop-fusion,llvm23,yes,N/A,yes
trisolv,llvm23-affine-loop-fusion,affine-loop-fusion,llvm23,yes,N/A,yes
heat-3d,llvm23-affine-loop-fusion,affine-loop-fusion,llvm23,yes,N/A,no
trmm,llvm23-affine-loop-fusion,affine-loop-fusion,llvm23,yes,N/A,yes
jacobi-1d,llvm23-affine-loop-fusion,affine-loop-fusion,llvm23,yes,N/A,yes
seidel-2d,llvm23-affine-loop-fusion,affine-loop-fusion,llvm23,yes,N/A,yes
covariance,llvm23-affine-loop-fusion,affine-loop-fusion,llvm23,yes,N/A,yes
lu,llvm23-affine-loop-fusion,affine-loop-fusion,llvm23,yes,N/A,no
fdtd-2d,llvm23-affine-loop-fusion,affine-loop-fusion,llvm23,yes,N/A,no
adi,llvm23-affine-loop-fusion,affine-loop-fusion,llvm23,yes,N/A,no
cholesky,llvm23-affine-loop-fusion,affine-loop-fusion,llvm23,yes,N/A,yes
atax,llvm23-affine-loop-fusion,affine-loop-fusion,llvm23,yes,N/A,yes
gemver,llvm23-affine-loop-fusion,affine-loop-fusion,llvm23,yes,N/A,no
jacobi-2d,llvm23-affine-loop-fusion,affine-loop-fusion,llvm23,yes,N/A,yes
symm,llvm23-affine-loop-fusion,affine-loop-fusion,llvm23,yes,N/A,yes
syrk,llvm23-affine-loop-inv-code-motion,affine-loop-inv-code-motion,llvm23,yes,N/A,no
gemm,llvm23-affine-loop-inv-code-motion,affine-loop-inv-code-motion,llvm23,yes,N/A,no
3mm,llvm23-affine-loop-inv-code-motion,affine-loop-inv-code-motion,llvm23,yes,N/A,yes
doitgen,llvm23-affine-loop-inv-code-motion,affine-loop-inv-code-motion,llvm23,yes,N/A,yes
durbin,llvm23-affine-loop-inv-code-motion,affine-loop-inv-code-motion,llvm23,yes,N/A,yes
floyd-warshall,llvm23-affine-loop-inv-code-motion,affine-loop-inv-code-motion,llvm23,yes,N/A,yes
deriche,llvm23-affine-loop-inv-code-motion,affine-loop-inv-code-motion,llvm23,yes,N/A,yes
gramschmidt,llvm23-affine-loop-inv-code-motion,affine-loop-inv-code-motion,llvm23,yes,N/A,no
nussinov,llvm23-affine-loop-inv-code-motion,affine-loop-inv-code-motion,llvm23,yes,N/A,yes
bicg,llvm23-affine-loop-inv-code-motion,affine-loop-inv-code-motion,llvm23,yes,N/A,no
ludcmp,llvm23-affine-loop-inv-code-motion,affine-loop-inv-code-motion,llvm23,yes,N/A,yes
mvt,llvm23-affine-loop-inv-code-motion,affine-loop-inv-code-motion,llvm23,yes,N/A,yes
correlation,llvm23-affine-loop-inv-code-motion,affine-loop-inv-code-motion,llvm23,yes,N/A,no
2mm,llvm23-affine-loop-inv-code-motion,affine-loop-inv-code-motion,llvm23,yes,N/A,yes
syr2k,llvm23-affine-loop-inv-code-motion,affine-loop-inv-code-motion,llvm23,yes,N/A,no
gesummv,llvm23-affine-loop-inv-code-motion,affine-loop-inv-code-motion,llvm23,yes,N/A,yes
trisolv,llvm23-affine-loop-inv-code-motion,affine-loop-inv-code-motion,llvm23,yes,N/A,yes
heat-3d,llvm23-affine-loop-inv-code-motion,affine-loop-inv-code-motion,llvm23,yes,N/A,yes
trmm,llvm23-affine-loop-inv-code-motion,affine-loop-inv-code-motion,llvm23,yes,N/A,yes
jacobi-1d,llvm23-affine-loop-inv-code-motion,affine-loop-inv-code-motion,llvm23,yes,N/A,yes
seidel-2d,llvm23-affine-loop-inv-code-motion,affine-loop-inv-code-motion,llvm23,yes,N/A,yes
covariance,llvm23-affine-loop-inv-code-motion,affine-loop-inv-code-motion,llvm23,yes,N/A,yes
lu,llvm23-affine-loop-inv-code-motion,affine-loop-inv-code-motion,llvm23,yes,N/A,yes
fdtd-2d,llvm23-affine-loop-inv-code-motion,affine-loop-inv-code-motion,llvm23,yes,N/A,no
adi,llvm23-affine-loop-inv-code-motion,affine-loop-inv-code-motion,llvm23,yes,N/A,yes
cholesky,llvm23-affine-loop-inv-code-motion,affine-loop-inv-code-motion,llvm23,yes,N/A,yes
atax,llvm23-affine-loop-inv-code-motion,affine-loop-inv-code-motion,llvm23,yes,N/A,no
gemver,llvm23-affine-loop-inv-code-motion,affine-loop-inv-code-motion,llvm23,yes,N/A,no
jacobi-2d,llvm23-affine-loop-inv-code-motion,affine-loop-inv-code-motion,llvm23,yes,N/A,yes
symm,llvm23-affine-loop-inv-code-motion,affine-loop-inv-code-motion,llvm23,yes,N/A,no
syrk,llvm23-affine-normalize,affine-normalize,llvm23,yes,N/A,yes
gemm,llvm23-affine-normalize,affine-normalize,llvm23,yes,N/A,yes
3mm,llvm23-affine-normalize,affine-normalize,llvm23,yes,N/A,yes
doitgen,llvm23-affine-normalize,affine-normalize,llvm23,yes,N/A,yes
durbin,llvm23-affine-normalize,affine-normalize,llvm23,yes,N/A,no
floyd-warshall,llvm23-affine-normalize,affine-normalize,llvm23,yes,N/A,yes
deriche,llvm23-affine-normalize,affine-normalize,llvm23,yes,N/A,yes
gramschmidt,llvm23-affine-normalize,affine-normalize,llvm23,yes,N/A,no
nussinov,llvm23-affine-normalize,affine-normalize,llvm23,yes,N/A,no
bicg,llvm23-affine-normalize,affine-normalize,llvm23,yes,N/A,yes
ludcmp,llvm23-affine-normalize,affine-normalize,llvm23,yes,N/A,no
mvt,llvm23-affine-normalize,affine-normalize,llvm23,yes,N/A,yes
correlation,llvm23-affine-normalize,affine-normalize,llvm23,yes,N/A,no
2mm,llvm23-affine-normalize,affine-normalize,llvm23,yes,N/A,yes
syr2k,llvm23-affine-normalize,affine-normalize,llvm23,yes,N/A,yes
gesummv,llvm23-affine-normalize,affine-normalize,llvm23,yes,N/A,yes
trisolv,llvm23-affine-normalize,affine-normalize,llvm23,yes,N/A,yes
heat-3d,llvm23-affine-normalize,affine-normalize,llvm23,yes,N/A,no
trmm,llvm23-affine-normalize,affine-normalize,llvm23,yes,N/A,no
jacobi-1d,llvm23-affine-normalize,affine-normalize,llvm23,yes,N/A,no
seidel-2d,llvm23-affine-normalize,affine-normalize,llvm23,yes,N/A,no
covariance,llvm23-affine-normalize,affine-normalize,llvm23,yes,N/A,no
lu,llvm23-affine-normalize,affine-normalize,llvm23,yes,N/A,no
fdtd-2d,llvm23-affine-normalize,affine-normalize,llvm23,yes,N/A,no
adi,llvm23-affine-normalize,affine-normalize,llvm23,yes,N/A,no
cholesky,llvm23-affine-normalize,affine-normalize,llvm23,yes,N/A,yes
atax,llvm23-affine-normalize,affine-normalize,llvm23,yes,N/A,yes
gemver,llvm23-affine-normalize,affine-normalize,llvm23,yes,N/A,yes
jacobi-2d,llvm23-affine-normalize,affine-normalize,llvm23,yes,N/A,no
symm,llvm23-affine-normalize,affine-normalize,llvm23,yes,N/A,yes
syrk,llvm23-affine-tile,affine-tile,llvm23,yes,N/A,no
gemm,llvm23-affine-tile,affine-tile,llvm23,yes,N/A,no
3mm,llvm23-affine-tile,affine-tile,llvm23,yes,N/A,no
doitgen,llvm23-affine-tile,affine-tile,llvm23,yes,N/A,no
durbin,llvm23-affine-tile,affine-tile,llvm23,yes,N/A,no
floyd-warshall,llvm23-affine-tile,affine-tile,llvm23,yes,N/A,no
deriche,llvm23-affine-tile,affine-tile,llvm23,yes,N/A,no
gramschmidt,llvm23-affine-tile,affine-tile,llvm23,yes,N/A,no
nussinov,llvm23-affine-tile,affine-tile,llvm23,yes,N/A,yes
bicg,llvm23-affine-tile,affine-tile,llvm23,yes,N/A,no
ludcmp,llvm23-affine-tile,affine-tile,llvm23,yes,N/A,no
mvt,llvm23-affine-tile,affine-tile,llvm23,yes,N/A,no
correlation,llvm23-affine-tile,affine-tile,llvm23,yes,N/A,no
2mm,llvm23-affine-tile,affine-tile,llvm23,yes,N/A,no
syr2k,llvm23-affine-tile,affine-tile,llvm23,yes,N/A,no
gesummv,llvm23-affine-tile,affine-tile,llvm23,yes,N/A,no
trisolv,llvm23-affine-tile,affine-tile,llvm23,yes,N/A,no
heat-3d,llvm23-affine-tile,affine-tile,llvm23,yes,N/A,no
trmm,llvm23-affine-tile,affine-tile,llvm23,yes,N/A,no
jacobi-1d,llvm23-affine-tile,affine-tile,llvm23,yes,N/A,no
seidel-2d,llvm23-affine-tile,affine-tile,llvm23,yes,N/A,no
covariance,llvm23-affine-tile,affine-tile,llvm23,yes,N/A,no
lu,llvm23-affine-tile,affine-tile,llvm23,yes,N/A,no
fdtd-2d,llvm23-affine-tile,affine-tile,llvm23,yes,N/A,no
adi,llvm23-affine-tile,affine-tile,llvm23,yes,N/A,no
cholesky,llvm23-affine-tile,affine-tile,llvm23,yes,N/A,no
atax,llvm23-affine-tile,affine-tile,llvm23,yes,N/A,no
gemver,llvm23-affine-tile,affine-tile,llvm23,yes,N/A,no
jacobi-2d,llvm23-affine-tile,affine-tile,llvm23,yes,N/A,no
symm,llvm23-affine-tile,affine-tile,llvm23,yes,N/A,no
syrk,llvm23-affine-unroll,affine-unroll,llvm23,yes,N/A,no
gemm,llvm23-affine-unroll,affine-unroll,llvm23,yes,N/A,no
3mm,llvm23-affine-unroll,affine-unroll,llvm23,yes,N/A,no
doitgen,llvm23-affine-unroll,affine-unroll,llvm23,yes,N/A,no
durbin,llvm23-affine-unroll,affine-unroll,llvm23,yes,N/A,no
floyd-warshall,llvm23-affine-unroll,affine-unroll,llvm23,yes,N/A,no
deriche,llvm23-affine-unroll,affine-unroll,llvm23,yes,N/A,no
gramschmidt,llvm23-affine-unroll,affine-unroll,llvm23,yes,N/A,no
nussinov,llvm23-affine-unroll,affine-unroll,llvm23,yes,N/A,no
bicg,llvm23-affine-unroll,affine-unroll,llvm23,yes,N/A,no
ludcmp,llvm23-affine-unroll,affine-unroll,llvm23,yes,N/A,no
mvt,llvm23-affine-unroll,affine-unroll,llvm23,yes,N/A,no
correlation,llvm23-affine-unroll,affine-unroll,llvm23,yes,N/A,no
2mm,llvm23-affine-unroll,affine-unroll,llvm23,yes,N/A,no
syr2k,llvm23-affine-unroll,affine-unroll,llvm23,yes,N/A,no
gesummv,llvm23-affine-unroll,affine-unroll,llvm23,yes,N/A,no
trisolv,llvm23-affine-unroll,affine-unroll,llvm23,yes,N/A,no
heat-3d,llvm23-affine-unroll,affine-unroll,llvm23,yes,N/A,no
trmm,llvm23-affine-unroll,affine-unroll,llvm23,yes,N/A,no
jacobi-1d,llvm23-affine-unroll,affine-unroll,llvm23,yes,N/A,no
seidel-2d,llvm23-affine-unroll,affine-unroll,llvm23,yes,N/A,no
covariance,llvm23-affine-unroll,affine-unroll,llvm23,yes,N/A,no
lu,llvm23-affine-unroll,affine-unroll,llvm23,yes,N/A,no
fdtd-2d,llvm23-affine-unroll,affine-unroll,llvm23,yes,N/A,no
adi,llvm23-affine-unroll,affine-unroll,llvm23,yes,N/A,no
cholesky,llvm23-affine-unroll,affine-unroll,llvm23,yes,N/A,no
atax,llvm23-affine-unroll,affine-unroll,llvm23,yes,N/A,no
gemver,llvm23-affine-unroll,affine-unroll,llvm23,yes,N/A,no
jacobi-2d,llvm23-affine-unroll,affine-unroll,llvm23,yes,N/A,no
symm,llvm23-affine-unroll,affine-unroll,llvm23,yes,N/A,no
syrk,llvm23-affine-unroll-jam,affine-unroll-jam,llvm23,yes,N/A,yes
gemm,llvm23-affine-unroll-jam,affine-unroll-jam,llvm23,yes,N/A,no
3mm,llvm23-affine-unroll-jam,affine-unroll-jam,llvm23,yes,N/A,yes
doitgen,llvm23-affine-unroll-jam,affine-unroll-jam,llvm23,yes,N/A,yes
durbin,llvm23-affine-unroll-jam,affine-unroll-jam,llvm23,yes,N/A,yes
floyd-warshall,llvm23-affine-unroll-jam,affine-unroll-jam,llvm23,yes,N/A,no
deriche,llvm23-affine-unroll-jam,affine-unroll-jam,llvm23,yes,N/A,yes
gramschmidt,llvm23-affine-unroll-jam,affine-unroll-jam,llvm23,yes,N/A,yes
nussinov,llvm23-affine-unroll-jam,affine-unroll-jam,llvm23,yes,N/A,yes
bicg,llvm23-affine-unroll-jam,affine-unroll-jam,llvm23,yes,N/A,yes
ludcmp,llvm23-affine-unroll-jam,affine-unroll-jam,llvm23,yes,N/A,yes
mvt,llvm23-affine-unroll-jam,affine-unroll-jam,llvm23,yes,N/A,no
correlation,llvm23-affine-unroll-jam,affine-unroll-jam,llvm23,yes,N/A,yes
2mm,llvm23-affine-unroll-jam,affine-unroll-jam,llvm23,yes,N/A,yes
syr2k,llvm23-affine-unroll-jam,affine-unroll-jam,llvm23,yes,N/A,yes
gesummv,llvm23-affine-unroll-jam,affine-unroll-jam,llvm23,yes,N/A,yes
trisolv,llvm23-affine-unroll-jam,affine-unroll-jam,llvm23,yes,N/A,yes
